city,age,sex,family_size,work_hours,avg_sleep_hours,screen_time_hours,tea_cups,coffee_cups,late_snack,spice_intake,religious_freq,festival_freq,physical_activity_min,bedtime_variability,stress_level,city_noise_dB,light_pollution_index,temperature_night,humidity_night,air_quality_index,screen_brightness_behavior,sleep_quality_score
Delhi,34.4,Female,3,9.7,6.43,1.53,1,1,1,1,2,2,48.9,1.35,6.46,69.78,77.78,29.98,67.5,121.4,0.69,44.92
Howrah,47.2,Male,3,8.1,6.91,2.7,3,0,0,2,2,2,14.2,2.33,5.58,60.14,40.51,16.92,51.87,65.9,0.72,55.03
Agra,16.0,Female,3,11.0,7.09,2.3,3,0,1,2,2,1,42.7,1.48,7.11,42.52,49.9,34.01,65.64,84.8,0.29,48.0
Aligarh,36.9,Female,5,10.7,5.22,0.0,3,0,0,5,2,0,53.0,2.08,5.9,50.75,36.31,22.48,79.37,74.1,0.46,50.85
Chennai,28.4,Male,3,8.8,7.92,3.6,0,3,0,5,1,2,29.8,0.87,4.75,83.42,63.97,14.99,65.02,110.5,0.47,48.62
Siliguri,21.5,Female,4,10.1,8.43,2.05,3,0,1,2,4,4,69.2,0.17,4.35,70.43,15.32,23.75,52.11,80.6,0.45,59.19
Vijayawada,38.0,Other,2,7.3,7.33,1.51,2,0,1,5,5,1,39.8,1.13,2.67,42.0,57.73,21.89,72.77,10.0,0.59,57.73
Kolkata,47.1,Female,3,11.9,7.97,1.16,3,2,0,4,2,2,23.4,1.16,3.55,56.33,51.13,22.61,44.33,124.9,0.7,53.83
Jaipur,37.8,Male,3,10.3,7.03,2.96,0,2,0,5,0,1,52.8,1.12,6.69,65.32,52.74,27.58,46.45,124.0,0.51,51.84
Chennai,26.3,Female,2,13.1,5.78,2.02,0,1,0,1,2,2,29.7,1.78,3.63,78.35,66.6,22.84,53.47,90.2,0.72,55.55
Pune,20.6,Male,4,8.9,7.51,2.85,2,1,0,4,3,2,54.1,1.26,2.0,66.07,87.83,18.33,80.37,124.4,0.64,58.88
Pune,31.4,Female,3,11.9,6.06,3.05,2,4,0,2,1,1,41.4,1.61,2.78,80.42,76.92,18.19,76.22,103.4,0.54,47.76
Rajkot,38.7,Female,2,11.2,7.42,2.47,2,0,0,1,5,4,52.4,2.52,2.98,46.03,31.51,25.28,43.77,45.5,0.48,64.22
Kanpur,26.1,Male,6,8.3,5.8,2.26,1,0,1,3,4,3,36.5,0.1,7.53,59.22,38.99,23.69,73.06,25.9,0.52,57.66
Bharatpur,27.1,Male,4,6.9,8.02,3.36,0,0,1,3,4,3,34.3,0.61,5.02,53.14,63.41,23.76,76.69,73.7,0.53,46.89
Kolkata,58.2,Female,3,11.1,5.73,0.72,1,1,0,5,2,1,29.5,0.73,4.99,67.21,67.59,17.24,46.21,141.8,0.6,52.17
Nanded,40.8,Female,4,7.5,7.75,1.48,1,0,1,5,4,3,51.5,1.66,3.91,49.38,74.51,32.45,57.86,72.0,0.23,56.37
Hyderabad,41.5,Female,3,9.5,8.1,4.08,1,2,0,5,3,1,42.1,1.14,4.4,82.32,52.85,19.39,65.08,137.9,0.23,46.83
Kochi,16.0,Male,4,7.8,4.48,3.86,2,0,1,4,1,0,73.0,0.0,9.1,45.8,72.3,31.04,41.09,145.2,0.52,35.91
Surat,22.9,Male,3,12.9,5.3,3.67,1,1,1,4,0,1,16.9,1.25,9.82,68.73,76.65,12.7,50.05,89.4,0.48,31.16
Kolkata,30.7,Male,3,10.1,6.98,3.01,2,0,1,4,5,4,51.9,2.31,4.6,58.15,70.8,19.63,54.15,131.7,0.6,54.97
Tirupati,20.0,Female,4,9.5,7.13,2.79,3,0,1,4,3,1,89.0,1.17,4.58,50.2,44.38,23.5,76.54,42.8,0.79,54.59
Ahmedabad,46.0,Male,3,10.0,7.67,3.35,1,4,1,5,1,1,33.1,1.71,5.05,66.74,80.09,14.05,79.64,44.2,0.65,44.77
Ranchi,44.1,Male,5,7.8,5.32,1.48,1,0,0,3,3,2,72.8,1.94,7.36,64.15,39.01,29.13,71.8,85.4,0.1,41.08
Kalyan-Dombivli,24.7,Male,4,9.9,6.82,2.55,2,0,0,1,3,3,43.9,1.97,6.19,67.17,22.99,25.87,55.83,46.6,0.85,57.83
Pimpri-Chinchwad,47.8,Female,5,10.4,7.88,1.13,1,0,0,5,1,3,15.5,1.44,4.09,45.26,62.45,20.43,70.81,97.9,0.45,66.42
Patna,30.0,Female,3,8.1,7.19,2.12,3,1,0,5,1,1,25.5,0.0,6.41,57.35,67.11,21.06,49.98,13.9,0.4,59.99
Gwalior,55.9,Female,3,9.1,5.81,1.56,4,1,0,4,2,0,65.2,1.14,4.52,62.55,63.08,26.71,68.14,25.2,0.57,55.86
Bengaluru,31.4,Female,2,11.6,5.55,3.48,1,0,0,2,5,3,65.6,0.64,5.82,74.14,77.86,15.72,42.04,128.7,0.41,43.58
Howrah,35.8,Male,3,7.2,6.92,1.52,4,2,0,3,3,3,51.6,0.58,5.93,67.53,56.74,23.78,53.01,104.0,0.53,55.37
Haridwar,44.0,Female,3,8.7,6.8,2.07,1,0,1,3,5,3,95.3,0.82,1.6,44.77,72.52,20.96,83.42,64.9,0.2,60.18
Mumbai,42.8,Female,3,11.2,5.98,2.0,0,3,1,3,2,1,72.2,1.71,2.94,73.14,77.03,21.15,71.54,154.1,0.88,44.34
Kolkata,35.1,Female,2,8.5,5.73,2.13,0,1,0,3,2,1,51.9,0.86,6.37,62.15,69.05,23.93,37.56,146.5,0.18,54.13
Raipur,28.6,Male,5,9.2,5.62,3.05,4,1,1,4,1,3,38.9,0.61,5.8,49.86,40.8,20.64,68.21,75.7,0.47,45.45
Thane,35.1,Female,5,8.2,6.05,1.14,4,2,0,3,2,2,35.2,2.05,5.35,64.84,53.02,30.26,39.55,59.3,0.43,47.16
Lucknow,21.8,Female,4,7.9,6.13,2.06,1,0,1,4,5,2,42.2,0.38,9.71,70.73,17.77,18.54,67.1,15.6,0.37,51.79
Kolkata,31.5,Female,4,9.0,7.16,3.9,4,2,1,5,1,1,40.6,2.1,7.67,70.6,54.59,14.3,48.65,126.8,0.87,45.52
Ghaziabad,18.9,Female,4,7.0,6.57,2.8,1,1,0,5,4,1,14.5,1.6,8.21,33.8,46.81,21.21,71.73,50.9,0.36,51.49
Kolkata,16.0,Female,4,6.7,7.17,2.59,2,1,1,3,1,1,54.8,1.62,7.76,65.02,77.54,18.22,49.56,114.5,0.02,54.61
Pimpri-Chinchwad,30.5,Male,4,7.6,6.92,2.68,3,0,0,3,6,1,51.1,0.88,6.0,54.58,54.1,22.68,58.64,74.8,0.56,50.88
Shimla,42.6,Female,4,9.6,4.69,1.34,2,1,0,3,4,1,40.2,0.42,6.16,49.75,38.55,29.48,68.34,50.4,0.7,46.05
Pune,39.3,Female,3,8.5,5.62,3.73,1,1,0,3,1,0,63.2,1.41,5.81,68.05,81.2,17.77,78.91,159.6,0.43,42.08
Pimpri-Chinchwad,29.2,Male,4,8.3,6.76,3.11,2,0,0,2,1,1,14.9,1.82,2.33,44.39,53.92,20.68,67.63,84.2,0.61,59.04
Nellore,47.5,Male,4,6.9,5.53,2.21,2,0,1,2,4,2,62.5,2.33,5.96,54.34,56.83,32.58,84.61,16.8,0.35,51.38
Jabalpur,24.3,Female,3,9.2,7.05,2.9,0,0,0,4,2,1,25.2,1.23,7.81,65.47,39.62,25.1,58.05,83.6,0.65,42.17
Kohima,16.0,Male,4,11.6,7.02,1.09,4,0,0,3,6,0,70.7,0.0,3.35,54.17,54.4,24.56,73.71,57.4,0.94,63.43
Kanpur,16.0,Female,5,9.8,7.29,0.96,1,1,0,2,3,3,27.0,2.09,5.15,58.65,38.37,23.46,82.5,42.5,0.45,51.5
Shimla,18.2,Male,5,8.6,6.92,2.7,1,0,0,3,4,1,24.3,1.03,6.07,61.23,25.98,34.48,62.81,14.8,0.43,64.87
Mumbai,38.2,Female,4,10.6,6.98,5.47,0,0,0,4,4,0,45.2,1.17,5.35,55.07,70.04,24.07,83.63,143.2,0.35,49.38
Kolkata,23.7,Female,2,11.8,7.05,2.59,1,0,0,5,1,1,37.2,1.36,2.36,72.63,72.47,21.92,46.52,115.4,0.04,53.36
Hyderabad,34.6,Male,2,11.5,6.48,3.89,1,0,0,2,1,4,28.3,1.09,4.18,72.86,72.4,20.87,66.61,103.4,0.59,45.41
Lucknow,46.5,Male,5,10.7,7.52,0.0,4,1,0,3,4,1,44.1,1.82,6.31,53.53,50.87,29.86,72.35,65.4,0.5,47.35
Kohima,19.0,Male,5,9.4,6.02,2.55,5,0,0,3,4,1,29.1,2.65,5.6,48.65,58.56,27.31,73.05,113.3,0.31,48.35
Surat,34.8,Male,4,12.7,6.13,2.01,1,0,0,3,4,1,39.5,0.0,3.49,65.95,75.66,26.46,50.33,126.0,0.7,49.08
Allahabad,35.4,Female,4,8.5,6.21,3.8,1,0,1,4,3,1,20.7,0.56,5.23,64.64,39.98,23.01,90.83,119.6,0.56,59.54
Jodhpur,21.4,Male,4,11.2,8.64,2.7,2,1,1,4,4,2,54.1,0.68,2.46,67.34,67.2,27.6,67.32,58.9,0.93,64.59
Vasai-Virar,43.5,Female,4,10.1,4.66,2.08,5,1,1,4,1,0,4.1,1.68,5.52,60.97,58.44,25.83,62.37,10.0,0.37,45.82
Surat,27.1,Female,4,9.0,6.59,1.95,0,1,1,4,4,4,36.7,1.85,6.05,77.08,71.62,26.2,35.67,89.4,0.81,37.35
Vasai-Virar,26.2,Male,3,6.4,8.45,3.15,2,0,1,1,1,2,35.7,0.69,4.21,63.63,60.2,26.04,68.91,10.0,0.67,58.62
Surat,51.1,Male,3,10.3,7.28,3.81,1,0,1,2,0,1,65.0,0.47,7.56,77.18,65.88,21.65,52.45,125.5,0.16,45.86
Bengaluru,35.2,Male,3,7.6,5.51,2.19,1,1,1,3,4,3,64.7,0.71,4.66,78.19,79.54,17.52,43.92,147.6,0.77,53.34
Nellore,39.3,Female,4,9.3,6.97,3.05,2,0,1,1,4,2,62.2,2.16,2.8,49.17,50.52,33.19,75.67,44.1,0.71,53.02
Kolkata,43.5,Male,2,8.5,6.85,3.52,3,2,0,5,0,1,72.5,1.39,6.61,72.08,72.46,22.25,43.16,171.3,0.35,42.66
Mumbai,23.5,Male,3,11.2,6.3,3.28,3,0,0,3,1,2,40.2,2.25,4.92,73.3,83.06,19.84,72.49,144.4,0.13,39.28
Pondicherry,42.5,Male,2,7.0,6.92,2.75,2,2,0,2,2,1,53.9,0.94,6.11,52.47,59.83,30.79,61.05,108.1,0.31,57.23
Ahmedabad,25.0,Female,4,12.9,7.2,3.07,2,2,1,2,2,1,46.4,1.89,5.24,52.8,83.92,14.62,79.79,51.6,0.7,55.98
Allahabad,24.6,Female,4,9.4,6.32,1.07,2,1,0,3,2,0,21.7,0.0,4.98,56.25,57.76,21.89,89.24,59.3,0.93,51.2
Surat,27.3,Female,4,7.4,7.1,2.86,1,4,0,3,3,4,60.9,2.95,4.65,80.17,63.93,28.18,45.98,73.4,0.56,38.98
Jaipur,23.8,Male,3,11.2,5.82,2.37,2,0,0,3,1,2,29.5,0.98,6.58,63.45,72.3,25.85,48.24,127.1,0.31,55.91
Pune,38.2,Male,2,7.6,7.68,1.91,1,2,1,3,1,2,58.8,1.82,3.65,70.92,82.14,18.67,84.4,120.2,0.08,39.24
Surat,32.7,Male,2,10.9,6.69,1.72,1,2,0,3,1,2,53.3,0.0,4.7,75.78,69.21,21.85,58.2,103.6,0.55,53.46
Kanpur,25.1,Female,5,7.8,7.73,0.51,3,0,0,4,3,3,53.9,1.95,5.17,67.33,24.61,19.48,75.48,76.7,0.31,65.78
Kota,36.7,Male,3,12.4,5.27,0.43,3,1,1,2,3,3,49.7,0.77,3.04,72.35,9.12,21.18,44.94,105.6,0.26,50.06
Ghaziabad,27.2,Male,5,8.9,7.2,1.48,4,0,1,3,4,2,36.7,1.01,9.31,52.92,31.34,19.86,77.09,92.6,0.9,60.14
Bilaspur,26.7,Male,5,5.8,8.08,3.0,2,2,0,1,3,1,43.9,0.72,5.28,56.74,37.26,32.63,55.24,68.0,0.9,46.02
Mumbai,30.5,Female,2,9.7,6.56,1.71,3,2,0,3,2,3,80.2,1.99,1.34,61.9,80.68,24.94,69.78,146.4,0.72,47.08
Vadodara,34.6,Male,4,7.5,5.46,0.92,3,1,0,5,1,1,62.0,0.64,5.92,50.81,56.34,21.82,65.41,91.2,0.03,54.44
Vasai-Virar,33.9,Female,6,11.2,6.33,3.72,3,0,0,4,1,2,45.2,1.64,5.12,61.85,63.74,25.25,61.09,10.0,0.34,49.0
Jamshedpur,26.4,Other,6,9.5,5.62,1.14,1,0,1,5,3,3,31.5,1.86,6.78,54.41,25.29,23.88,69.87,10.0,0.76,54.89
Mumbai,38.5,Male,4,9.4,4.92,3.03,2,1,0,4,4,1,35.8,1.11,4.41,61.14,89.37,26.01,84.58,150.2,0.83,51.94
Vasai-Virar,27.8,Female,4,9.6,6.34,2.45,3,0,0,2,2,1,33.2,0.43,1.0,62.76,69.45,27.34,69.88,44.1,0.52,58.12
Bhubaneswar,23.5,Female,4,10.3,5.67,1.82,2,1,0,3,2,1,36.5,1.73,4.97,53.0,36.96,26.8,60.07,129.6,0.21,55.22
Pune,16.0,Female,2,11.2,6.1,2.95,1,0,1,3,4,0,23.5,2.99,5.31,68.25,79.55,22.05,65.46,168.2,0.63,53.81
Pondicherry,39.8,Male,6,5.6,8.54,1.28,1,2,1,3,2,1,46.2,1.46,2.82,63.09,59.39,27.85,64.34,123.9,0.38,62.07
Delhi,30.1,Male,2,12.0,6.73,1.85,1,1,0,5,2,2,52.7,2.53,6.75,76.07,70.71,35.0,44.02,118.8,0.64,52.38
Gwalior,32.1,Female,4,6.3,6.62,2.29,1,0,1,3,2,2,92.3,0.9,2.9,59.74,60.36,21.11,60.85,72.5,0.33,58.29
Udaipur,40.5,Male,3,10.6,7.06,0.92,1,2,1,4,4,1,7.3,1.18,7.77,54.38,56.42,22.96,52.27,151.8,0.23,39.12
Ranchi,25.2,Female,4,8.1,9.33,3.29,2,2,0,5,5,3,68.4,1.69,6.19,61.06,38.55,23.54,60.43,82.6,0.81,58.28
Thane,16.3,Female,5,8.5,7.66,1.21,3,0,1,3,1,2,7.6,0.5,1.97,53.41,55.95,27.52,32.31,78.7,0.37,56.62
Mumbai,30.7,Female,3,9.6,6.03,3.21,2,1,0,3,1,2,32.0,1.85,5.04,67.53,80.8,21.27,57.89,124.5,0.37,55.25
Jamshedpur,33.1,Male,6,9.2,6.35,1.04,2,0,0,5,4,2,43.8,1.06,4.53,56.86,36.22,19.29,60.89,57.5,0.37,53.32
Pimpri-Chinchwad,27.4,Female,5,10.9,5.75,2.42,1,0,1,4,1,1,31.0,0.58,4.56,54.52,51.98,20.15,67.34,14.5,0.33,55.19
Delhi,44.7,Female,3,11.9,5.19,1.53,1,1,1,4,0,1,1.4,0.92,7.76,69.44,54.54,31.77,60.07,179.1,0.29,37.7
Guwahati,16.0,Female,4,9.3,8.97,2.53,1,0,0,5,4,1,41.2,1.94,3.75,49.06,61.02,29.99,57.55,123.7,0.25,60.35
Pimpri-Chinchwad,41.2,Male,4,10.3,7.48,2.73,1,1,0,3,5,3,32.9,2.15,3.07,53.55,57.54,21.01,67.31,79.9,0.8,60.58
Kolkata,37.9,Female,4,9.7,8.91,3.4,2,2,0,1,1,2,10.5,1.64,2.51,61.82,66.89,24.25,47.99,142.8,0.64,59.82
Hyderabad,34.6,Male,3,9.5,7.74,2.51,1,1,1,4,3,1,25.5,1.86,3.05,65.83,54.14,24.12,49.68,140.4,0.1,53.78
Mumbai,16.0,Male,3,11.3,5.48,4.51,1,1,1,3,1,1,52.4,2.12,4.71,66.33,91.0,20.07,80.72,117.4,0.25,40.76
Vasai-Virar,42.8,Other,4,10.6,4.27,2.05,3,1,0,3,4,2,34.2,1.5,5.54,59.41,46.45,24.95,56.55,16.2,0.17,51.74
Amritsar,19.7,Female,5,8.1,6.85,1.96,2,1,0,2,2,1,9.1,0.14,7.95,53.57,40.59,23.72,57.72,77.1,0.19,37.12
Ghaziabad,24.9,Male,3,11.4,6.57,2.5,1,0,1,3,1,3,35.6,1.72,4.96,44.31,47.05,25.05,59.92,69.3,0.21,45.01
Imphal,28.3,Female,6,11.0,6.35,0.53,5,0,1,3,2,2,84.6,0.29,5.6,51.99,52.59,23.61,71.69,141.0,0.42,54.3
Tirupati,34.1,Male,4,6.3,6.46,1.8,3,3,0,4,3,1,49.1,0.0,8.03,43.09,61.23,27.05,50.87,46.3,0.93,68.09
Dhanbad,36.4,Male,4,7.7,6.44,2.33,2,0,1,2,2,2,28.8,1.46,7.83,41.57,56.56,20.37,74.39,116.1,0.36,48.06
Delhi,38.9,Female,1,9.0,6.52,1.92,0,1,0,4,1,3,47.3,1.73,4.4,74.82,70.72,29.48,64.76,146.0,0.19,55.87
Guwahati,38.2,Male,5,8.5,7.02,1.97,5,0,1,5,0,1,45.0,0.94,5.71,56.31,32.2,24.39,45.74,117.9,0.29,49.77
Nagpur,32.5,Female,5,7.4,7.74,3.51,1,1,1,2,2,1,38.5,2.5,2.76,52.17,36.46,17.0,77.08,10.0,0.26,52.06
Kalyan-Dombivli,34.2,Female,4,8.8,6.58,1.28,0,0,1,4,5,3,8.4,0.24,3.91,64.13,27.14,29.67,54.35,13.6,0.63,47.1
Allahabad,19.1,Male,4,9.3,5.88,2.72,2,0,0,3,3,0,21.7,1.83,5.18,59.32,52.15,22.0,92.42,83.0,0.74,53.92
Surat,22.5,Female,3,12.6,5.91,1.87,2,0,0,2,1,1,65.7,1.35,6.11,57.77,67.07,26.44,43.76,135.6,0.81,60.51
Gorakhpur,39.0,Male,4,10.6,7.11,2.07,0,0,0,4,4,1,26.2,0.88,3.18,46.74,39.39,25.65,65.36,118.4,0.8,58.9
Kolkata,38.4,Female,3,13.6,6.57,3.03,0,3,0,4,2,2,33.3,1.65,4.11,63.7,48.68,22.75,40.22,117.0,0.87,57.33
Howrah,37.2,Female,5,7.1,9.31,2.74,1,0,0,4,6,2,101.1,1.28,3.57,66.89,49.77,21.54,36.82,31.2,0.56,66.82
Delhi,24.9,Female,4,10.2,7.66,2.87,7,0,0,1,3,1,0.0,1.78,4.57,73.78,66.44,32.1,66.29,138.4,0.77,49.95
Jamshedpur,39.1,Male,4,8.8,6.53,2.67,2,0,0,4,5,4,58.8,1.48,6.91,57.79,30.08,23.81,64.06,85.2,0.64,55.37
Bengaluru,18.4,Male,2,9.8,8.22,2.82,3,0,0,5,3,2,3.2,1.67,4.47,75.07,45.18,14.43,35.34,99.5,0.54,49.75
Bengaluru,40.8,Male,1,9.1,7.34,2.57,2,2,0,5,1,3,48.3,1.24,4.26,72.18,76.85,15.83,47.1,109.6,0.12,52.0
Surat,27.4,Female,3,9.3,7.93,3.53,0,0,1,4,4,2,43.6,0.78,4.93,69.41,76.29,26.62,50.68,157.9,0.62,55.91
Jaipur,46.8,Female,2,9.4,6.29,0.66,2,0,1,1,0,2,38.0,0.73,5.01,78.42,80.06,19.2,54.43,177.6,0.46,54.33
Hyderabad,16.0,Male,2,11.1,6.13,2.6,1,1,0,3,2,0,61.1,1.76,7.09,71.11,62.59,22.27,47.08,136.8,0.64,47.57
Vasai-Virar,47.6,Male,3,9.5,4.61,1.78,2,0,1,3,2,1,25.7,0.38,7.65,51.38,70.28,22.46,76.17,86.5,0.22,33.29
Thane,26.4,Female,3,8.0,7.28,3.18,4,0,0,4,2,2,87.8,2.49,10.0,56.22,58.04,30.99,45.56,78.9,0.54,50.99
Delhi,26.2,Male,3,11.4,5.62,3.4,3,1,0,4,0,3,43.1,1.81,8.76,64.29,63.74,30.71,67.09,224.6,0.71,32.25
Ahmedabad,31.9,Male,3,7.7,6.33,2.71,1,0,1,3,2,2,41.7,1.62,5.74,67.51,64.25,14.12,71.26,11.1,0.25,47.09
Port Blair,23.0,Female,4,10.2,8.24,1.8,1,0,1,4,1,2,60.2,1.88,6.09,60.44,38.27,24.24,63.95,94.3,0.49,59.56
Guwahati,29.3,Male,5,9.7,4.68,2.75,1,2,0,2,3,2,27.6,1.99,5.92,59.14,54.59,22.8,54.87,108.0,0.84,48.29
Kota,22.6,Female,5,7.5,6.84,2.26,5,0,1,5,3,4,40.5,0.71,4.45,83.28,17.78,15.39,70.04,79.4,0.21,53.73
Madurai,23.0,Male,5,9.3,7.55,2.12,3,0,1,3,6,3,46.6,1.4,2.06,44.53,69.81,28.34,90.42,100.5,0.52,63.89
Ahmedabad,34.9,Male,1,8.4,7.83,4.1,0,2,0,3,1,3,47.5,1.08,1.88,66.64,78.32,16.01,55.18,134.4,0.61,59.98
Bengaluru,21.0,Female,3,10.7,6.4,3.97,2,0,1,2,0,2,44.2,1.38,9.61,64.6,52.96,14.64,35.01,174.4,0.36,25.82
Pune,22.3,Female,2,7.6,7.63,5.65,4,1,0,5,3,1,18.1,1.37,4.21,60.44,77.86,16.56,68.86,84.2,0.29,53.6
Itanagar,16.3,Female,6,9.7,6.61,0.24,2,0,0,3,0,2,87.2,0.53,5.08,36.91,33.33,23.34,50.28,80.4,0.6,65.9
Guntur,25.0,Male,6,5.8,5.52,3.17,3,0,0,2,1,2,29.5,1.98,3.34,57.6,34.58,21.67,61.74,10.0,0.45,55.88
Patna,43.1,Female,4,9.7,5.96,3.34,3,0,0,3,3,1,11.9,0.62,3.86,59.0,52.58,20.63,66.96,111.0,0.44,65.87
Delhi,21.5,Male,3,8.2,8.19,1.82,1,1,0,3,1,2,23.2,2.0,2.46,68.52,66.53,26.98,44.91,148.4,0.55,52.28
Kolkata,22.7,Male,2,10.3,6.77,2.38,3,2,1,3,4,3,50.5,0.62,3.77,71.04,54.19,18.72,57.03,85.0,0.6,45.29
Surat,31.9,Other,3,11.5,5.25,2.59,2,3,1,3,3,1,71.2,1.28,6.12,71.51,66.6,22.8,58.58,158.7,0.79,49.55
Vasai-Virar,26.3,Female,6,7.2,6.96,1.6,4,0,0,2,4,1,47.3,0.0,6.02,61.0,53.88,25.57,60.41,15.4,0.83,64.65
Mumbai,52.3,Female,2,6.1,5.16,2.66,1,1,1,3,4,1,60.3,0.72,7.86,67.79,88.85,29.36,67.51,84.8,0.68,40.71
Bilaspur,28.4,Female,5,6.9,7.21,4.98,2,0,0,4,3,2,18.0,0.69,1.0,41.73,57.89,23.3,50.94,57.4,0.84,57.48
Jaipur,33.4,Male,3,9.2,9.43,2.5,3,2,0,4,3,1,47.6,1.83,1.0,62.08,51.74,29.53,50.14,150.6,0.64,71.12
Gorakhpur,39.4,Female,5,7.2,7.42,2.53,0,0,1,3,5,1,57.4,1.45,3.74,54.01,48.08,28.26,48.5,92.1,0.41,43.25
Mangalore,39.2,Female,3,6.2,7.76,2.34,3,0,0,3,3,0,44.8,0.93,1.0,60.54,72.31,23.63,73.07,52.0,0.51,58.4
Dehradun,32.3,Male,6,7.3,7.78,2.08,1,0,1,5,4,2,36.6,1.41,4.23,56.1,40.92,30.88,41.2,87.6,0.74,55.54
Aurangabad,28.4,Female,5,10.7,5.94,0.99,2,0,0,3,2,1,64.0,1.88,8.32,53.28,64.51,20.57,68.31,167.8,0.87,38.59
Amritsar,50.2,Male,6,11.2,6.32,2.87,2,1,1,4,3,3,62.5,2.12,6.95,57.58,64.59,27.13,48.78,93.6,0.58,56.73
Navi Mumbai,29.0,Male,4,6.8,6.46,2.95,1,0,0,3,3,2,46.7,1.12,4.15,54.94,33.71,25.51,51.39,101.7,0.58,46.13
Navi Mumbai,25.6,Male,5,9.8,6.73,1.44,3,0,1,4,3,3,28.0,0.0,7.39,52.7,39.64,16.65,51.23,106.4,0.24,46.38
Rajkot,23.5,Other,3,9.6,7.17,2.15,1,1,0,2,2,2,35.7,1.37,4.51,47.84,48.56,24.23,54.67,67.0,0.58,66.8
Thrissur,16.0,Female,4,7.5,8.13,2.28,4,0,0,3,4,1,21.3,1.71,5.31,51.6,52.33,28.65,38.36,105.4,0.81,66.91
Gwalior,38.2,Male,5,12.4,6.56,3.04,1,0,0,4,4,0,0.4,1.7,4.56,54.09,45.88,23.09,64.8,75.3,0.72,57.95
Mangalore,16.0,Female,4,8.7,7.37,0.79,2,0,1,1,8,1,52.7,2.25,3.4,62.38,58.99,27.4,67.4,76.1,0.87,73.73
Pondicherry,29.9,Male,6,9.1,7.24,1.9,4,1,0,5,3,1,72.3,1.04,2.64,51.79,51.47,23.92,57.53,28.1,0.81,68.54
Hyderabad,28.0,Female,3,7.3,6.62,2.32,1,0,0,3,3,1,52.1,1.39,4.25,71.93,65.5,20.78,63.16,109.0,0.68,54.57
Bengaluru,52.4,Female,2,10.9,7.29,2.17,5,1,1,4,2,3,20.6,1.22,4.68,71.86,80.3,20.07,37.53,94.3,0.54,57.42
Pimpri-Chinchwad,16.0,Female,6,6.2,7.9,2.2,3,0,1,4,5,3,55.4,2.77,2.78,60.81,54.2,19.78,67.05,83.3,0.56,71.2
Ludhiana,21.0,Female,3,9.3,8.36,1.6,1,0,1,1,3,1,42.5,3.06,2.9,58.19,58.98,26.85,66.43,74.2,0.92,55.88
Itanagar,28.6,Male,4,8.2,6.75,2.45,1,0,1,3,2,3,17.7,2.68,4.93,47.79,37.23,26.49,44.08,56.8,0.22,56.34
Thane,28.0,Female,4,8.0,7.04,2.11,1,0,1,3,3,1,25.0,1.35,3.44,56.23,65.46,33.01,38.93,83.6,0.75,49.46
Vasai-Virar,24.5,Female,4,7.9,8.12,1.87,3,1,1,3,3,0,11.0,0.41,2.17,59.54,65.88,22.9,69.39,70.2,0.17,59.29
Agra,29.2,Female,4,11.1,7.22,2.26,4,0,1,2,0,1,24.0,0.9,3.71,48.32,44.91,35.0,53.01,109.0,0.23,60.6
Delhi,17.4,Female,2,11.4,5.03,2.92,1,1,0,3,3,1,21.0,0.76,7.11,70.03,72.43,31.55,70.33,111.5,0.61,46.04
Dhanbad,33.6,Female,6,10.3,7.0,2.17,1,0,0,3,7,2,53.1,1.07,2.46,35.0,51.63,18.87,71.01,144.6,0.17,57.39
Itanagar,16.0,Female,3,8.9,7.66,1.96,0,3,1,3,5,2,45.8,2.76,5.14,45.8,29.24,31.63,60.26,39.3,0.39,48.94
Kolkata,29.7,Female,2,8.6,8.58,1.92,0,1,0,2,2,1,33.4,1.83,6.28,62.18,76.14,19.25,44.97,177.6,0.77,62.73
Varanasi,24.0,Female,5,8.1,7.29,3.43,3,0,0,3,3,4,54.2,1.3,5.46,46.64,25.67,26.11,75.63,120.7,0.59,57.93
Varanasi,40.2,Male,4,8.0,7.29,2.19,2,0,0,2,3,2,17.9,1.96,4.99,52.87,33.61,26.62,79.69,91.1,0.68,52.75
Chennai,47.6,Male,3,10.5,6.95,1.37,1,1,1,3,0,1,0.0,0.57,5.09,71.88,71.22,16.29,61.28,137.0,0.08,62.41
Kolkata,26.7,Female,3,10.5,6.44,0.54,2,0,0,3,0,2,54.9,2.43,9.41,64.24,70.57,22.77,55.71,178.2,0.72,44.1
Guntur,43.9,Male,5,9.0,6.38,3.08,6,0,1,3,3,3,7.3,0.0,6.49,53.8,41.13,20.67,48.85,10.0,0.88,46.75
Jaipur,26.8,Female,3,11.4,5.64,1.21,1,3,1,4,2,1,34.4,0.77,6.46,65.89,65.64,29.3,62.38,143.4,0.19,47.52
Hyderabad,20.3,Male,2,9.6,7.02,3.19,1,2,1,3,0,1,1.3,0.35,3.69,59.8,67.38,20.12,64.8,120.1,0.29,49.56
Chennai,47.5,Male,4,10.7,6.4,1.31,1,0,1,1,2,3,32.9,0.07,3.02,72.36,81.01,20.57,52.74,121.1,0.67,52.33
Howrah,35.2,Female,5,7.1,6.33,2.13,0,1,0,3,3,2,33.5,2.34,4.22,62.36,51.87,26.26,40.51,80.0,0.88,44.95
